"exp_index","subject","scenario","person","responsibility_openness","responsibility_conscientiousness","responsibility_extraversion","responsibility_agreeableness","responsibility_neuroticism","openness","conscientiousness","extraversion","agreeableness","neuroticism","total_failed_attention_checks"
"exp2",59,10,5,47,0,12,56,6,40,0,20,100,20,0
"exp2",59,11,1,20,40,0,0,40,60,80,40,40,80,0
"exp2",59,11,2,12,60,20,11,2,40,100,60,40,0,0
"exp2",59,11,3,40,0,11,40,11,100,40,80,100,80,0
"exp2",59,11,4,29,0,6,60,5,80,20,40,100,40,0
"exp2",59,11,5,0,0,50,50,0,60,60,100,100,0,0
"exp2",59,12,1,30,69,0,0,0,40,100,0,0,0,0
"exp2",59,12,2,0,32,0,13,54,0,40,0,20,80,0
"exp2",59,12,3,60,0,79,9,95,40,0,100,40,100,0
"exp2",59,12,4,5,50,7,49,48,20,60,20,60,60,0
"exp2",59,12,5,79,100,100,100,5,80,100,100,100,40,0
"exp2",59,13,1,51,100,40,100,0,60,100,40,100,0,0
"exp2",59,13,2,83,0,0,74,0,60,0,0,60,0,0
"exp2",59,13,3,81,92,0,0,4,60,80,20,0,20,0
"exp2",59,13,4,69,70,70,88,89,60,60,60,80,80,0
"exp2",59,13,5,79,79,100,78,100,80,80,100,80,100,0
"exp2",59,14,1,100,0,0,0,0,100,0,0,60,40,0
"exp2",59,14,2,40,11,40,0,11,100,20,100,20,80,0
"exp2",59,14,3,16,15,0,20,50,20,20,0,40,80,0
"exp2",59,14,4,21,26,10,25,11,20,40,20,60,20,0
"exp2",59,14,5,15,30,16,31,11,60,80,60,80,20,0
"exp2",59,15,1,76,5,0,100,0,60,20,0,100,0,0
"exp2",59,15,2,66,83,100,100,50,60,60,80,100,60,0
"exp2",59,15,3,51,94,32,100,100,60,80,40,100,100,0
"exp2",59,15,4,100,7,34,100,100,100,20,60,100,100,0
"exp2",59,15,5,0,9,29,72,18,0,20,60,80,40,0
"exp2",59,16,1,80,90,0,1,0,80,80,0,0,0,0
"exp2",59,16,2,100,51,35,5,5,100,60,40,20,20,0
"exp2",59,16,3,0,11,7,12,82,0,40,20,40,80,0
"exp2",59,16,4,11,81,49,0,0,20,80,40,0,0,0
"exp2",59,16,5,97,0,5,89,0,80,0,20,80,0,0
"exp2",59,17,1,8,10,10,100,0,20,20,20,80,0,0
"exp2",59,17,2,80,16,0,100,32,80,40,0,80,40,0
"exp2",59,17,3,100,31,10,60,71,100,40,20,80,60,0
"exp2",59,17,4,75,100,0,23,79,80,100,0,40,60,0
"exp2",59,17,5,100,3,14,15,16,100,20,20,20,20,0
"exp2",59,18,1,100,0,0,57,100,100,0,0,60,100,0
"exp2",59,18,2,100,0,100,50,51,100,0,100,40,60,0
"exp2",59,18,3,40,100,54,54,37,40,100,60,100,40,0
"exp2",59,18,4,93,64,95,77,71,80,40,100,80,20,0
"exp2",59,18,5,25,24,25,0,100,40,40,40,0,80,0
"exp2",59,19,1,100,18,86,21,80,100,20,80,40,80,0
"exp2",59,19,2,50,100,14,79,44,60,100,40,80,40,0
"exp2",59,19,3,38,34,100,69,80,40,40,100,40,80,0
"exp2",59,19,4,75,0,30,17,100,80,0,60,40,100,0
"exp2",59,19,5,100,0,100,11,50,100,0,100,20,40,0
"exp2",59,20,1,58,1,60,100,50,60,0,60,100,40,0
"exp2",59,20,2,84,0,4,100,86,80,0,20,100,80,0
"exp2",59,20,3,90,10,50,49,0,80,20,60,40,0,0
"exp2",59,20,4,73,0,56,37,84,80,0,60,40,60,0
"exp2",59,20,5,100,0,0,20,90,100,0,0,40,80,0
"exp2",60,1,1,83,40,0,100,45,80,40,0,100,60,0
"exp2",60,1,2,0,100,65,42,0,0,100,40,40,0,0
"exp2",60,1,3,45,100,72,38,0,40,100,80,20,0,0
"exp2",60,1,4,79,0,23,46,100,80,0,20,40,100,0
"exp2",60,1,5,100,100,0,100,0,100,100,0,100,0,0
"exp2",60,2,1,84,55,100,74,0,80,40,100,80,0,0
"exp2",60,2,2,33,100,57,68,35,20,100,40,80,80,0
"exp2",60,2,3,45,48,68,66,61,40,40,60,60,80,0
"exp2",60,2,4,73,31,86,63,35,80,20,80,60,20,0
"exp2",60,2,5,100,100,28,28,100,100,100,20,20,100,0
"exp2",60,3,1,43,76,63,50,55,20,60,40,80,60,0
"exp2",60,3,2,48,100,45,45,54,40,100,20,40,40,0
"exp2",60,3,3,84,6,100,100,80,80,0,100,100,80,0
"exp2",60,3,4,0,73,46,100,100,0,80,40,100,100,0
"exp2",60,3,5,47,82,63,82,42,40,80,60,80,20,0
"exp2",60,4,1,16,100,100,100,22,0,100,100,100,20,0
"exp2",60,4,2,100,65,65,0,0,100,60,60,0,0,0
"exp2",60,4,3,78,100,62,46,35,80,100,60,40,60,0
"exp2",60,4,4,100,62,100,75,2,100,60,100,80,0,0
"exp2",60,4,5,41,28,35,0,33,40,20,20,0,20,0
"exp2",60,5,1,47,0,24,80,100,40,0,20,80,100,0
"exp2",60,5,2,48,100,0,44,82,40,100,0,40,80,0
"exp2",60,5,3,100,100,80,100,15,100,60,80,100,100,0
"exp2",60,5,4,80,82,100,55,0,80,80,100,60,0,0
"exp2",60,5,5,100,100,7,77,8,100,100,0,80,20,0
"exp2",60,6,1,45,100,25,85,42,40,100,20,80,40,0
"exp2",60,6,2,39,21,100,56,0,40,20,100,60,0,0
"exp2",60,6,3,65,100,36,26,38,60,100,20,20,40,0
"exp2",60,6,4,0,27,87,0,50,0,20,80,0,20,0
"exp2",60,6,5,30,63,66,100,43,20,60,60,100,60,0
"exp2",60,7,1,10,88,63,63,0,0,80,60,60,0,0
"exp2",60,7,2,54,54,29,32,14,40,40,20,20,20,0
"exp2",60,7,3,63,83,82,100,45,60,80,80,100,20,0
"exp2",60,7,4,36,33,100,100,100,20,20,100,100,100,0
"exp2",60,7,5,67,74,46,0,74,80,80,40,0,60,0
"exp2",60,8,1,66,44,0,100,16,60,20,0,100,40,0
"exp2",60,8,2,0,87,79,46,11,0,80,80,20,20,0
"exp2",60,8,3,62,0,0,100,9,60,0,0,100,20,0
"exp2",60,8,4,39,100,70,16,37,40,100,80,20,40,0
"exp2",60,8,5,100,13,100,0,75,100,20,100,0,100,0
"exp2",60,9,1,0,50,0,69,63,0,40,0,80,100,0
"exp2",60,9,2,0,24,60,78,27,0,20,60,80,40,0
"exp2",60,9,3,100,63,0,100,37,100,40,0,100,40,0
"exp2",60,9,4,100,80,49,38,1,100,80,40,40,20,0
"exp2",60,9,5,39,61,100,47,34,20,40,100,40,80,0
"exp2",60,10,1,28,66,100,51,0,20,60,100,60,0,0
"exp2",60,10,2,0,71,63,45,74,0,80,80,80,80,0
"exp2",60,10,3,100,45,46,32,60,100,40,40,60,60,0
"exp2",60,10,4,40,100,0,100,72,40,100,0,100,80,0
"exp2",60,10,5,100,63,77,100,36,100,60,80,100,20,0
"exp2",60,11,1,80,24,51,73,0,60,20,40,60,0,0
"exp2",60,11,2,100,0,27,49,84,100,0,20,40,80,0
"exp2",60,11,3,88,0,100,33,75,80,0,100,20,80,0
"exp2",60,11,4,27,0,27,50,89,20,0,20,40,80,0
"exp2",60,11,5,52,0,28,77,79,40,0,20,80,80,0
"exp2",60,12,1,36,37,4,0,53,20,20,0,0,100,0
"exp2",60,12,2,0,100,84,83,50,0,100,80,80,60,0
"exp2",60,12,3,28,28,100,100,0,20,20,100,100,0,0
"exp2",60,12,4,100,100,67,100,32,100,100,80,100,20,0
"exp2",60,12,5,66,67,36,79,24,60,60,40,80,20,0
"exp2",60,13,1,59,43,0,26,39,60,40,0,20,40,0
"exp2",60,13,2,28,0,61,100,53,20,0,60,100,40,0
"exp2",60,13,3,34,100,100,100,7,20,100,100,100,20,0
"exp2",60,13,4,23,43,74,73,16,20,40,60,60,20,0
"exp2",60,13,5,65,0,85,0,100,60,0,80,0,100,0
"exp2",60,14,1,0,0,100,46,0,0,0,100,40,0,0
"exp2",60,14,2,0,0,86,0,41,0,0,80,0,80,0
"exp2",60,14,3,0,87,63,100,25,0,80,40,100,100,0
"exp2",60,14,4,0,65,100,80,53,0,60,100,80,100,0
"exp2",60,14,5,45,73,87,46,35,20,60,80,40,80,0
"exp2",60,15,1,82,48,0,66,23,80,40,0,60,20,0
"exp2",60,15,2,27,59,75,73,58,20,60,80,80,60,0
"exp2",60,15,3,44,0,35,0,36,40,0,20,0,100,0
"exp2",60,15,4,100,100,63,69,0,100,100,80,80,0,0
"exp2",60,15,5,79,21,0,58,34,80,20,0,60,100,0
"exp2",60,16,1,100,0,0,15,40,100,0,0,20,40,0
"exp2",60,16,2,82,0,57,34,24,80,0,40,40,60,0
"exp2",60,16,3,22,83,55,41,24,20,80,60,20,40,0
"exp2",60,16,4,100,67,55,35,36,100,60,60,40,40,0
"exp2",60,16,5,100,100,34,54,21,100,100,20,80,40,0
"exp2",60,17,1,46,65,43,0,62,80,60,40,0,100,0
"exp2",60,17,2,26,55,18,100,63,20,40,20,100,100,0
"exp2",60,17,3,0,34,0,74,91,0,20,0,40,80,0
"exp2",60,17,4,65,100,79,0,53,60,100,80,0,40,0
"exp2",60,17,5,73,67,0,0,45,80,60,0,0,20,0
"exp2",60,18,1,100,14,0,32,57,100,20,0,40,60,0
"exp2",60,18,2,25,25,100,0,3,20,20,80,0,0,0
"exp2",60,18,3,80,34,23,100,85,80,20,20,100,80,0
"exp2",60,18,4,42,74,77,100,70,40,60,80,100,60,0
"exp2",60,18,5,35,64,0,100,44,20,80,0,100,20,0
"exp2",60,19,1,0,91,25,57,0,0,80,20,80,0,0
"exp2",60,19,2,34,63,0,70,35,20,40,0,80,20,0
"exp2",60,19,3,63,22,100,24,0,60,20,100,20,0,0
"exp2",60,19,4,74,0,33,76,37,80,0,20,80,40,0
"exp2",60,19,5,0,81,54,78,36,0,80,60,80,40,0
"exp2",60,20,1,0,67,0,0,42,0,60,0,0,40,0
"exp2",60,20,2,47,78,100,50,58,40,80,100,40,80,0
"exp2",60,20,3,67,46,66,29,47,60,40,60,20,40,0
"exp2",60,20,4,100,63,65,0,69,100,60,60,0,80,0
"exp2",60,20,5,100,100,82,0,37,100,100,80,0,20,0
"exp2",61,1,1,47,18,75,85,22,100,0,0,20,20,0
"exp2",61,1,2,63,19,81,77,12,60,20,40,20,80,0
"exp2",61,1,3,20,26,68,75,16,20,0,40,60,20,0
"exp2",61,1,4,38,12,70,74,10,40,40,40,60,100,0
"exp2",61,1,5,17,15,77,75,21,40,40,0,60,40,0
"exp2",61,2,1,92,57,62,77,3,0,20,80,20,0,0
"exp2",61,2,2,74,67,71,68,16,20,20,60,20,60,0
"exp2",61,2,3,75,72,71,71,14,20,40,40,40,80,0
"exp2",61,2,4,76,74,74,72,8,60,60,20,60,80,0
"exp2",61,2,5,77,73,72,78,15,40,0,80,100,0,0
"exp2",61,3,1,42,49,44,71,69,80,100,0,80,100,0
"exp2",61,3,2,54,50,67,66,62,80,20,20,40,40,0
"exp2",61,3,3,37,25,69,51,65,20,60,100,0,80,0
"exp2",61,3,4,31,32,79,69,68,20,40,80,40,100,0
"exp2",61,3,5,34,33,69,71,53,40,60,60,60,20,0
"exp2",61,4,1,55,40,75,80,24,100,20,60,40,80,0
"exp2",61,4,2,56,65,42,89,25,60,100,20,100,100,0
"exp2",61,4,3,43,38,81,57,27,80,40,100,20,80,0
"exp2",61,4,4,32,76,32,33,19,40,100,60,0,80,0
"exp2",61,4,5,18,56,73,70,21,20,80,100,60,80,0
"exp2",61,5,1,21,95,16,58,17,60,80,40,20,60,0
"exp2",61,5,2,31,51,22,67,24,40,0,80,40,80,0
"exp2",61,5,3,55,52,31,79,24,100,20,100,100,40,0
"exp2",61,5,4,44,43,31,63,24,80,20,40,60,100,0
"exp2",61,5,5,26,53,24,65,29,0,20,40,80,60,0
"exp2",61,6,1,86,87,18,14,6,20,0,100,100,60,0
"exp2",61,6,2,84,81,17,18,15,20,20,0,40,0,0
"exp2",61,6,3,85,82,17,17,15,40,60,40,20,80,0
"exp2",61,6,4,86,85,17,17,20,100,60,0,60,20,0
"exp2",61,6,5,83,84,11,14,12,80,0,20,60,100,0
"exp2",61,7,1,27,83,63,40,8,100,20,40,100,100,0
"exp2",61,7,2,51,80,59,53,16,100,40,60,100,80,0
"exp2",61,7,3,61,86,53,54,14,80,0,80,100,0,0
"exp2",61,7,4,50,82,55,56,10,0,60,100,80,0,0
"exp2",61,7,5,63,66,78,34,20,80,40,100,0,60,0
"exp2",61,8,1,31,91,20,54,12,0,0,100,100,80,0
"exp2",61,8,2,30,87,31,71,17,20,80,100,100,20,0
"exp2",61,8,3,38,86,7,58,13,60,60,0,80,60,0
"exp2",61,8,4,18,85,15,69,11,60,40,60,80,80,0
"exp2",61,8,5,21,89,22,78,17,40,60,80,100,80,0
"exp2",61,9,1,57,17,84,24,29,0,80,60,0,100,0
"exp2",61,9,2,45,15,86,39,22,0,40,80,60,60,0
"exp2",61,9,3,69,16,70,23,25,80,0,60,0,40,0
"exp2",61,9,4,84,19,65,56,15,80,0,40,80,20,0
"exp2",61,9,5,89,18,87,19,30,100,80,100,0,80,0
"exp2",61,10,1,70,30,73,33,30,60,100,0,80,40,0
"exp2",61,10,2,68,32,67,19,25,100,100,40,0,40,0
"exp2",61,10,3,55,27,55,56,19,20,20,0,40,0,0
"exp2",61,10,4,36,29,89,28,16,60,0,100,40,20,0
"exp2",61,10,5,62,41,52,42,19,100,80,20,100,80,0
"exp2",61,11,1,84,48,78,81,16,100,40,20,60,100,0
"exp2",61,11,2,81,23,53,73,33,80,20,20,60,100,0
"exp2",61,11,3,91,31,77,79,33,100,80,100,60,100,0
"exp2",61,11,4,78,28,62,66,36,40,60,20,40,60,0
"exp2",61,11,5,92,47,71,41,36,100,100,60,20,80,0
"exp2",61,12,1,40,44,80,38,32,0,20,60,60,80,0
"exp2",61,12,2,91,65,63,28,28,100,100,40,60,100,0
"exp2",61,12,3,55,27,60,30,15,40,20,60,60,60,0
"exp2",61,12,4,57,21,73,38,21,40,20,60,80,20,0
"exp2",61,12,5,63,63,89,42,20,40,80,100,100,60,0
"exp2",61,13,1,93,13,90,84,13,100,40,60,40,60,0
"exp2",61,13,2,89,20,84,83,14,40,20,60,0,100,0
"exp2",61,13,3,86,11,86,85,11,20,20,40,0,0,0
"exp2",61,13,4,86,10,84,87,15,60,80,20,40,60,0
"exp2",61,13,5,89,19,85,84,8,20,20,100,80,20,0
"exp2",61,14,1,76,78,84,32,40,100,80,100,100,60,0
"exp2",61,14,2,57,60,61,20,16,40,60,40,40,20,0
"exp2",61,14,3,79,80,91,13,13,80,80,100,20,20,0
"exp2",61,14,4,79,58,45,14,16,80,20,0,20,0,0
"exp2",61,14,5,55,69,84,12,17,0,80,60,20,60,0
"exp2",61,15,1,85,29,22,26,18,60,20,60,0,0,0
"exp2",61,15,2,91,67,21,20,20,20,80,20,20,80,0
"exp2",61,15,3,79,82,16,16,17,100,80,100,40,0,0
"exp2",61,15,4,82,69,13,15,15,60,20,40,100,20,0
"exp2",61,15,5,87,31,11,11,8,80,0,100,0,80,0
"exp2",61,16,1,87,63,88,56,22,60,20,100,80,80,0
"exp2",61,16,2,81,34,73,5,12,0,40,20,100,20,0
"exp2",61,16,3,77,16,80,24,15,40,60,100,100,60,0
"exp2",61,16,4,78,21,81,7,14,20,20,60,60,0,0
"exp2",61,16,5,79,19,80,15,22,20,0,0,0,0,0
"exp2",61,17,1,27,18,57,28,84,40,20,80,60,80,0
"exp2",61,17,2,21,29,31,30,78,100,60,40,60,40,0
"exp2",61,17,3,23,23,27,37,85,20,60,20,60,60,0
"exp2",61,17,4,17,38,45,34,68,20,100,20,60,20,0
"exp2",61,17,5,18,25,14,22,87,0,80,20,0,100,0
"exp2",61,18,1,61,93,9,26,72,100,60,80,100,20,0
"exp2",61,18,2,67,79,30,18,75,40,100,20,20,40,0
"exp2",61,18,3,77,78,23,30,82,40,20,0,100,40,0
"exp2",61,18,4,80,81,14,21,83,0,20,0,40,20,0
"exp2",61,18,5,78,75,21,21,84,0,60,0,80,0,0
"exp2",61,19,1,55,56,54,54,65,100,20,20,20,100,0
"exp2",61,19,2,54,55,53,59,43,20,20,60,100,0,0
"exp2",61,19,3,58,56,57,63,36,20,40,40,20,20,0
"exp2",61,19,4,54,52,54,50,53,0,20,60,60,20,0
"exp2",61,19,5,55,48,46,53,45,20,80,60,60,80,0
"exp2",61,20,1,19,44,23,22,36,40,0,100,100,0,0
"exp2",61,20,2,29,50,29,28,25,40,40,0,100,100,0
"exp2",61,20,3,36,87,22,30,40,80,80,0,60,60,0
"exp2",61,20,4,37,83,26,23,46,80,100,80,0,60,0
"exp2",61,20,5,37,36,33,31,30,60,0,0,40,60,0
"exp2",62,1,1,10,0,0,0,81,20,0,0,0,60,0
"exp2",62,1,2,88,68,69,56,0,80,60,60,40,0,0
"exp2",62,1,3,81,6,79,80,0,80,20,80,60,0,0
"exp2",62,1,4,87,84,69,91,82,80,80,60,100,100,0
"exp2",62,1,5,14,13,83,0,0,20,20,60,0,0,0
"exp2",62,2,1,82,71,12,70,37,100,60,0,100,80,0
"exp2",62,2,2,79,71,18,72,45,80,40,0,100,100,0
"exp2",62,2,3,84,75,51,57,43,60,60,20,60,100,0
"exp2",62,2,4,71,67,8,78,16,80,60,0,80,20,0
"exp2",62,2,5,92,18,80,1,10,100,20,80,0,40,0
"exp2",62,3,1,50,49,65,0,79,40,40,60,0,80,0
"exp2",62,3,2,92,4,81,17,89,100,40,80,60,100,0
"exp2",62,3,3,80,7,0,11,85,60,20,0,20,100,0
"exp2",62,3,4,83,0,93,0,0,80,0,100,0,0,0
"exp2",62,3,5,74,82,11,0,51,60,80,20,0,40,0
"exp2",62,4,1,5,7,75,74,51,0,0,100,100,100,0
"exp2",62,4,2,89,30,10,50,11,60,20,0,40,40,0
"exp2",62,4,3,93,60,67,63,30,80,100,100,60,80,0
"exp2",62,4,4,75,48,73,65,18,40,40,60,100,20,0
"exp2",62,4,5,19,59,20,70,10,0,80,20,40,0,0
"exp2",62,5,1,29,25,51,58,21,80,0,40,40,80,0
"exp2",62,5,2,41,89,59,83,6,40,100,80,100,20,0
"exp2",62,5,3,15,80,69,56,63,20,80,100,40,100,0
"exp2",62,5,4,11,21,21,85,72,20,0,20,100,80,0
"exp2",62,5,5,12,6,59,86,16,40,0,60,100,20,0
"exp2",62,6,1,72,1,79,49,75,40,0,60,20,60,0
"exp2",62,6,2,58,19,39,85,7,80,20,20,60,0,0
"exp2",62,6,3,0,80,49,76,33,0,60,40,80,60,0
"exp2",62,6,4,88,85,50,76,38,100,60,60,60,60,0
"exp2",62,6,5,59,84,58,76,49,100,100,80,60,80,0
"exp2",62,7,1,75,66,53,53,11,80,60,40,60,80,0
"exp2",62,7,2,20,0,90,13,11,20,0,100,20,0,0
"exp2",62,7,3,85,20,34,17,37,100,20,40,20,60,0
"exp2",62,7,4,55,55,79,59,0,40,40,80,60,0,0
"exp2",62,7,5,20,39,79,100,17,20,40,80,100,60,0
"exp2",62,8,1,65,88,50,76,49,80,60,100,100,100,0
"exp2",62,8,2,16,10,51,93,10,20,0,100,100,20,0
"exp2",62,8,3,28,78,10,12,66,40,60,40,40,80,0
"exp2",62,8,4,2,95,63,80,0,0,80,40,80,0,0
"exp2",62,8,5,20,90,49,83,21,20,100,60,60,40,0
"exp2",62,9,1,80,0,19,81,10,80,0,0,60,20,0
"exp2",62,9,2,95,10,89,88,11,80,40,60,60,20,0
"exp2",62,9,3,94,20,41,77,15,100,60,20,60,20,0
"exp2",62,9,4,0,0,92,82,8,0,0,100,60,20,0
"exp2",62,9,5,75,12,50,24,83,80,20,40,40,100,0
"exp2",62,10,1,21,27,19,55,0,80,20,0,60,0,0
"exp2",62,10,2,38,57,8,69,63,60,40,0,60,80,0
"exp2",62,10,3,56,68,56,20,73,100,80,60,20,100,0
"exp2",62,10,4,19,15,69,63,53,40,0,20,40,60,0
"exp2",62,10,5,50,69,25,28,12,40,40,20,40,0,0
"exp2",62,11,1,0,7,79,100,4,0,20,80,100,20,0
"exp2",62,11,2,73,24,7,19,73,80,40,20,20,80,0
"exp2",62,11,3,65,0,100,46,0,60,20,100,60,20,0
"exp2",62,11,4,14,14,0,100,11,40,40,0,100,100,0
"exp2",62,11,5,61,63,93,52,86,60,60,100,80,100,0
"exp2",62,12,1,39,29,69,84,15,20,60,40,100,20,0
"exp2",62,12,2,90,11,63,65,70,80,20,40,60,60,0
"exp2",62,12,3,96,0,61,78,60,100,0,20,100,100,0
"exp2",62,12,4,84,18,20,0,0,80,20,20,0,0,0
"exp2",62,12,5,88,14,84,74,6,80,100,80,40,0,0
"exp2",62,13,1,2,79,52,52,10,0,60,60,20,20,0
"exp2",62,13,2,87,29,75,88,24,80,60,60,100,40,0
"exp2",62,13,3,45,10,71,10,36,40,0,80,0,80,0
"exp2",62,13,4,29,63,59,16,20,20,100,80,20,40,0
"exp2",62,13,5,48,55,27,61,14,20,60,20,20,0,0
"exp2",62,14,1,2,49,82,87,12,0,60,100,100,40,0
"exp2",62,14,2,0,0,8,78,49,0,0,20,80,60,0
"exp2",62,14,3,51,0,100,0,58,80,0,100,0,40,0
"exp2",62,14,4,83,4,26,67,81,80,20,20,40,60,0
"exp2",62,14,5,92,9,68,76,11,80,20,40,100,0,0
"exp2",62,15,1,87,10,74,67,0,80,0,100,100,20,0
"exp2",62,15,2,95,88,10,37,79,80,40,20,80,80,0
"exp2",62,15,3,86,16,0,12,63,80,60,0,60,60,0
"exp2",62,15,4,67,11,74,24,63,40,40,100,20,40,0
"exp2",62,15,5,87,15,20,15,41,100,0,80,100,20,0
"exp2",62,16,1,83,9,87,79,10,80,20,80,80,40,0
"exp2",62,16,2,0,6,75,70,16,0,20,60,60,40,0
"exp2",62,16,3,0,0,54,53,70,0,0,40,40,40,0
"exp2",62,16,4,8,43,72,72,84,20,80,60,80,100,0
"exp2",62,16,5,19,55,0,73,58,20,100,0,60,40,0
"exp2",62,17,1,37,25,31,32,84,100,20,20,100,40,0
"exp2",62,17,2,0,72,69,18,81,0,60,100,40,60,0
"exp2",62,17,3,20,21,19,50,74,20,40,0,100,20,0
"exp2",62,17,4,69,68,57,20,37,100,100,80,80,20,0
"exp2",62,17,5,56,30,34,23,80,20,40,20,80,80,0
"exp2",62,18,1,84,18,70,19,11,100,20,80,80,0,0
"exp2",62,18,2,75,28,67,20,71,80,80,80,40,100,0
"exp2",62,18,3,71,6,10,22,3,60,0,0,40,0,0
"exp2",62,18,4,77,9,51,0,83,60,20,60,0,100,0
"exp2",62,18,5,50,10,50,51,65,20,0,20,40,40,0
"exp2",62,19,1,6,77,0,3,82,20,100,20,40,100,0
"exp2",62,19,2,71,0,86,79,21,60,0,100,80,40,0
"exp2",62,19,3,59,19,14,11,0,40,20,20,40,0,0
"exp2",62,19,4,20,0,61,95,51,20,0,60,100,80,0
"exp2",62,19,5,49,60,62,0,6,40,60,60,0,20,0
"exp2",62,20,1,3,8,17,8,74,40,20,80,60,40,0
"exp2",62,20,2,6,13,15,7,74,0,60,80,100,80,0
"exp2",62,20,3,11,14,12,11,78,40,20,40,0,20,0
"exp2",62,20,4,11,11,12,10,80,80,0,80,40,80,0
"exp2",62,20,5,11,11,13,11,78,80,100,60,20,20,0
"exp2",63,1,1,20,0,79,100,20,20,0,80,100,60,0
"exp2",63,1,2,70,20,61,50,0,80,80,60,20,20,0
"exp2",63,1,3,89,0,69,100,0,100,40,100,100,40,0
"exp2",63,1,4,79,0,0,59,40,100,40,20,40,100,0
"exp2",63,1,5,88,30,59,100,0,100,80,60,100,40,0
"exp2",63,2,1,79,0,69,21,0,80,0,60,20,60,0
"exp2",63,2,2,78,10,0,21,0,80,20,0,20,20,0
"exp2",63,2,3,0,59,0,20,30,0,60,0,20,60,0
"exp2",63,2,4,89,20,39,11,0,100,20,40,20,40,0
"exp2",63,2,5,78,21,60,80,0,80,80,60,100,40,0
"exp2",63,3,1,21,0,79,50,0,20,20,60,60,40,0
"exp2",63,3,2,21,0,41,0,78,80,60,20,0,100,0
"exp2",63,3,3,0,40,78,0,79,0,80,80,20,100,0
"exp2",63,3,4,79,0,20,40,20,80,20,20,40,20,0
"exp2",63,3,5,0,0,50,40,20,0,20,40,20,20,0
"exp2",63,4,1,60,0,79,0,0,60,20,80,0,100,0
"exp2",63,4,2,60,11,59,59,0,60,60,60,60,60,0
"exp2",63,4,3,40,20,88,69,0,40,80,100,80,80,0
"exp2",63,4,4,39,20,49,78,0,40,100,40,80,80,0
"exp2",63,4,5,39,22,80,80,0,40,80,80,80,100,0
"exp2",63,5,1,21,79,40,69,0,60,80,0,80,0,0
"exp2",63,5,2,20,60,0,20,20,40,60,80,20,40,0
"exp2",63,5,3,50,69,11,70,0,100,60,60,80,0,0
"exp2",63,5,4,21,30,21,0,30,100,20,100,0,40,0
"exp2",63,5,5,30,30,49,79,0,60,20,100,80,40,0
"exp2",63,6,1,0,10,21,0,21,0,0,40,40,20,0
"exp2",63,6,2,11,30,0,11,0,20,20,100,80,0,0
"exp2",63,6,3,21,40,0,0,21,40,40,20,20,40,0
"exp2",63,6,4,0,40,0,0,49,0,40,100,100,100,0
"exp2",63,6,5,0,60,0,0,40,0,60,20,40,80,0
"exp2",63,7,1,89,0,0,30,10,100,0,0,40,20,0
"exp2",63,7,2,0,78,0,79,30,0,60,0,80,40,0
"exp2",63,7,3,0,70,89,50,50,0,80,100,60,60,0
"exp2",63,7,4,20,21,79,20,0,20,20,60,40,20,0
"exp2",63,7,5,70,31,60,60,11,80,60,60,80,40,0
"exp2",63,8,1,0,0,20,40,38,0,0,40,80,20,0
"exp2",63,8,2,20,59,0,0,11,60,60,40,20,20,0
"exp2",63,8,3,20,21,0,50,79,20,20,0,80,100,0
"exp2",63,8,4,29,78,0,0,20,80,80,0,40,20,0
"exp2",63,8,5,59,79,0,0,20,60,80,60,0,20,0
"exp2",63,9,1,100,0,0,69,20,80,20,0,20,20,0
"exp2",63,9,2,39,11,0,80,30,20,40,0,60,0,0
"exp2",63,9,3,59,20,79,58,12,80,100,60,80,80,0
"exp2",63,9,4,79,0,0,60,11,80,20,0,60,20,0
"exp2",63,9,5,40,11,89,69,0,60,100,60,100,20,0
"exp2",63,10,1,89,50,0,0,19,100,0,0,0,60,0
"exp2",63,10,2,49,49,41,0,60,40,60,80,0,100,0
"exp2",63,10,3,50,51,60,0,0,60,60,60,20,0,0
"exp2",63,10,4,50,50,61,11,10,60,60,60,60,40,0
"exp2",63,10,5,89,11,0,30,0,100,40,20,40,0,0
"exp2",63,11,1,88,0,0,50,0,100,60,0,40,100,0
"exp2",63,11,2,60,0,0,78,0,60,80,0,60,0,0
"exp2",63,11,3,79,0,100,50,0,80,20,100,40,60,0
"exp2",63,11,4,0,0,49,0,0,0,40,20,0,20,0
"exp2",63,11,5,79,0,69,78,0,80,40,60,80,80,0
"exp2",63,12,1,21,0,89,39,0,20,20,80,40,60,0
"exp2",63,12,2,31,20,89,11,0,40,80,80,20,20,0
"exp2",63,12,3,21,19,90,0,0,20,60,80,0,20,0
"exp2",63,12,4,60,0,80,40,0,80,0,80,80,20,0
"exp2",63,12,5,88,20,80,0,0,100,100,80,0,80,0
"exp2",63,13,1,89,50,69,79,0,100,0,80,60,0,0
"exp2",63,13,2,79,0,22,89,0,80,40,20,100,60,0
"exp2",63,13,3,21,20,68,30,0,20,100,100,20,60,0
"exp2",63,13,4,0,20,41,88,20,0,40,60,100,60,0
"exp2",63,13,5,59,20,79,0,11,60,100,100,0,40,0
"exp2",63,14,1,79,0,69,0,0,60,0,60,0,80,0
"exp2",63,14,2,80,0,0,50,0,80,20,0,100,20,0
"exp2",63,14,3,60,11,60,0,0,40,60,60,0,60,0
"exp2",63,14,4,41,0,0,21,0,40,20,0,20,60,0
"exp2",63,14,5,0,12,51,69,0,0,40,40,80,100,0
